,transactionDate,transactionDescriptions,transactionAmount,transactionType,transactionBalance,inDebt,transactionError
173,26/04,['CLEARING CHEQUE 908935'],,,454990.71,False,True
174,27/04,"['$SG17947C0006119-00001', 'SQ5BT180427A00RG', 'IFS CAPITAL LIMITED STS']",22799.0,,,False,True
175,27/04,['CLEARING CHEQUE 908937'],630.0,,471359.71,False,False
176,27/04,['CLEARING CHEQUE 908625'],32.2,Debit,471327.51,False,False
177,27/04,"['ABWIN PTELTD', '160727118830 ABWIN AUTO LOAN', 'UOVBSGSGXXK00']",674.9,Debit,470853.51,False,True
178,28/04,['CASH WITHDRAWAL 908940'],5029.0,Debit,465624.51,False,True
179,30/04,"['S8G17947C0006139-00001', '‘SGS5BT 1804900003', 'IFS CAPITAL LIMITED STS']",3756.0,Credit,469380.51,False,False
180,30/04,['‘CASH WITHDRAWAL 808756'],380.0,Debit,469000.51,False,False
181,30/04,['2'],,,,False,True
182,30/04,['5'],836.74,,461836.27,False,False
183,,['a0 Apr'],1.56,Debit,4132.91,False,True
184,,"['o@May', 'SQ5BT 12050200001', 'IFS CAPITAL LIMITED STS']",10505.1,Credit,471897.91,False,True
185,,['CASH WITHDRAWAL 908966'],50000.0,Debit,421897.91,False,False
186,,['CLEARING CHEQUE 908932'],333.9,Debit,421564.01,False,False
187,,['osMey'],60281.4,Debit,362283.61,False,True
188,,['CLEARING CHEQUE 908014'],1218.0,Debit,361035.61,False,True
189,,['Total Withdrawals'],,,700256.62,False,False
190,,['Total Deposits'],,,726518.28,False,False
191,,['CLOSING BALANCE'],,,361028.61,False,False
